seller_item_name,price,Predicted,Confidence
الزميندا20مجم اقراص,66.0,4093,1.00
بيبون بلاس س ,100.0,514,1.00
اميبرايد 50 مجم اقراص,81.0,533,1.00
فيروترون كبسول س.ج,99.0,147,1.00
ديكساتوبرين قطرة ,26.0,869,1.00
لازيلاكتون100مم 3شريط,100.5,1626,1.00
بيرفكت كير محلول(شركة) جديد,100.0,2635,1.00
فابوزول محلول استنشاق**,19.5,3009,1.00
فيروترون 30ك -س.ج,99.0,147,1.00
كوليروز 20مجم  3 شريط,132.0,614,1.00
فورتيموكس قطرة 10مل سعر جديد,44.0,1243,1.00
كيلوباترا كريم سعر 13,26.0,1808,1.00
كوليروز 5 مجم35 ج,58.0,1979,1.00
كولوفيرين-د-اقراص جديد 105ج ,105.0,121,1.00
اوستو كير شراب,65.0,585,1.00
كوديلاترول 30قرص جدييييد,52.5,4158,1.00
سيريتيد 500مجم س ج/ استيراد ##,316.0,472,1.00
داونوبرازول20 مجم14كبسولة س.ج,74.0,1701,1.00
دوليبران 15قرص س ج,48.0,184,1.00
اريكتاليس20مجم 4قراص100,50.0,1579,1.00
اكساميد 10 مجم 30قرص جديد,88.5,449,1.00
نوستامين قطرة   ج,15.0,1303,1.00
تيراتام 500مجم اكس ار  اقراص ,148.0,1218,1.00
كوافازير قطرة29ج,29.0,1738,1.00
كوليروز 5 مجم 14قرص,58.0,1979,1.00
ديلاترول 25مجم 30 قرص,52.5,1904,1.00
فورتيموكس قطرة عين س ج,44.0,1243,1.00
سيكودال 2مجم اقراص3شريط,126.0,3711,1.00
تيراتام 500  اكس ار 20 قرص,148.0,1218,1.00
كونجى كلير 0.1% قطرة 5مل/اوركيديا,22.0,3734,1.00
سيكودال 3 مجم 30 قرص,198.0,3640,1.00
زنك اوليف كريم ,69.0,588,1.00
كولونا3شريط,69.0,175,1.00
افيل 6 امبول,39.0,338,1.00
ديباكين شراب,36.5,2121,1.00
ميكروسيرك اقراص16مجم /العامريه,29.0,4743,1.00
ريكوكسيبرايت90 مجم اقراص,297.0,132,1.00
البافيت كالسيوم شراب 60مل/ابيكس,26.0,2517,1.00
يوريبان شراب,28.0,3381,1.00
نيورونتين 300مجم 20كبسولة,80.0,421,1.00
سيلدافا 100مجم 12قرص جديد,91.5,179,1.00
فياجرا  50 مجم 4قرص  س جديد,78.0,383,1.00
الفانوفا بلس قطره  50ج,50.0,2036,1.00
نوفيستوريك 10مجم 14 قرص,38.0,2620,1.00
ديكسافلوكس قطرة,37.0,1255,1.00
بران ميباكو 60كبسول,30.0,3598,1.00
نوستامين قطرة سعر جديد,15.0,1303,1.00
بيرفيكت كير محلول  ,100.0,2635,1.00
فوليك اسيد ميباكو س ق,20.0,1601,1.00
ستروكا75مج 30ق/ابيكس,145.0,1863,1.00
ايتوماش كبسول ,39.0,1999,1.00
فوميبريك10/10مجم30قرص,66.0,1092,1.00
فوربيودس 400 مجم كبسول س ج,334.0,370,1.00
بينوكس نقط : جديد 23,23.0,2082,1.00
الكابريس بلس 10\160 اقراص,76.0,3373,1.00
كانزارتان300مجم اقراص,109.5,4887,1.00
اكستنشن 150مجم 28 قرص,72.0,2296,1.00
ابيمول 20قرص,13.0,1771,1.00
انتوكس      اقراص,60.0,2599,1.00
فورتيموكس بلس 0.5 قطرة 10مل س ج/اوركيديا,39.0,1834,1.00
توينزول 5 ملى نقط,71.0,890,1.00
فوليكاب2.5كبسول جديد,22.0,2385,1.00
ديفلوستيرو نقط س ج,45.0,2104,1.00
ايرستابكس40مجم عادة,69.0,1316,1.00
ليليبل10مجم اقراص,120.0,1884,1.00
سليبريكس200مج 15كبسوله 3شريط س.ج #,153.0,176,1.00
سيريتيد ديسكس500/50م بخاخ/جلاكسو,316.0,472,1.00
توبمود عادى كبسول,17.5,4957,1.00
فابوزول للاستنشاق,19.5,3009,1.00
سي فيت نقط,19.5,4881,1.00
كولوفرين دى 30 قرص /سعر جديد51,105.0,121,1.00
توسيستوب شراب 100 مل**,32.5,1720,1.00
تيرز جارد قطرة ,30.0,1134,1.00
كاندليكان 32/12.5 بلس اقراص,102.0,1611,1.00
دانست 8محم 3 امبول,142.5,257,1.00
سيريتيد 500 ديسكس**,316.0,472,1.00
تلفاست شراب س.1,50.0,237,1.00
كاردورا 1مجم اقــراص,58.5,2529,1.00
الوكيتا شامبو دى اس س ج,199.0,3183,1.00
نورفاسك 5مجم 3شريط,123.0,500,1.00
سيردالود 2مجم اقراص,54.0,1296,1.00
ارثروفاست ام ار14ق س ج/نوفارتس,83.0,359,1.00
اماريل ام 500/2مج 30قرص ,73.5,346,1.00
اندرال 10مجم اقراص س ج,40.0,1036,1.00
نوفيستوريك20مجم 14 قرص,53.0,2013,1.00
دوكسيرازول60 مجم 14كبسول س ج,72.75,775,1.00
ويست اير اكياس س ج++00,70.0,4188,1.00
اميلو 5مجم 3 شريط,54.0,3544,1.00
ديبروساليك مرهم,13.0,2610,1.00
دايجينورم ش س ج ,39.0,4398,1.00
ايراستابكس 40جم اقراص عاده,69.0,1316,1.00
اتورستات 40مجم 14قرص,76.0,2696,1.00
هيموجيت شراب  باكت25,37.5,1854,1.00
ار اكس كريممم احذرر,75.0,8771,1.00
باى كيتوجيسيك 150 مجم 20 ق,81.0,243,1.00
ميليتوفكس 1000/5 اقراص,163.5,3586,1.00
لازيكس اقراص,20.0,1705,1.00
زنكوديرم لوسيون 120 مل,55.0,3701,1.00
جابيماش 300 جم اقراص س.ق,85.5,334,1.00
فاستر جيل سعر جديد,32.0,8299,1.00
فلدين 20 مجم  فوار/فايزر,28.0,2662,1.00
حمض فوليك قرص   ميباكو   س.ج,20.0,1601,1.00
ديباكين  شراب,36.5,2121,1.00
ايسوبتن 240مجم 3شريط,97.5,1394,1.00
كوافازير 10مل كبير قطرة,29.0,1738,1.00
هيستازين شراب*س جديد,23.0,2209,1.00
بيبرا 20مج14قرص شريطين  #,103.0,291,1.00
تاريفيد 200مجم 10قرص**,82.0,1225,1.00
ال كارنتيــــــــن 52.5جنيه كبسول,72.0,666,1.00
بانتولوك 40مجم 14قرص 68.5 ج,68.5,112,1.00
كوبال اف اقراص سعر جديد,54.0,436,1.00
نيورونتين 300مجم 20كبسولة,80.0,421,1.00
ديسبركام 10م اقراص,8.6,5877,1.00
اليفو اقراص 2 شريط ,52.0,4213,1.00
كلوفاتيل اقراص ,63.0,427,1.00
تاريفيد 200 مجم 10 اقراص,82.0,1225,1.00
سيلدافا 100مجم 3شريط جديدددد,91.5,179,1.00
ديورجى 60 اقراص,59.5,660,1.00
تومكس بلاس45ج,60.0,4331,1.00
الفانوفا بلس قطرة,50.0,2036,1.00
سيلوكون زوك200مجم اقراص,103.0,2570,1.00
ايراستابكس تريو 40مجم/ 10مجم/25مجم ,123.0,206,1.00
جوسبيرين 81م السعر الجديد,81.0,583,1.00
كونفينتين 300مجم 30كبسول,114.0,36,1.00
زيثرون 500   5ك سعر جديد ,86.0,53,1.00
اكتوفنت س ار4اقراص,12.0,3770,1.00
ارثروفاست 150مجم 14قرص سعر جديد=,83.0,359,1.00
اوركادوكسيلين قطرة سعرجديد,17.5,941,1.00
ديمرا اقراص 2شريط  جديد,70.0,111,1.00
فاست كيور 40مج 14ك س ج/اكتوبر ,58.0,994,1.00
توينزول نقط 57.5 ج,71.0,890,1.00
ديامونريكتا5مجم20ق شركة فقط,187.5,357,1.00
بلافيكس 311 ج,311.0,5,1.00
اماريل 2مجم 3شريط,55.5,503,1.00
بولى فريش اكسترا قطرة 85 جنيه,150.0,9390,1.00
بانادول كولد اند فلو س.ج,76.0,166,1.00
ثيوتاسيد* 300مجم مركب/س ج,168.0,1064,1.00
نانازوكسيد 500مجم 18قرص س جديد *,114.0,456,1.00
الليربان اس ار20قرص,24.0,2106,1.00
سيريتيد 250مجم 60جرعه س ج/ استيراد,257.0,478,1.00
الجزال 40جم كريم,46.0,1563,1.00
دوسبتالين ريتارد 200مجم 30قرص,138.0,1091,1.00
اكساميد 5مج 30ق/ابيكس,48.0,1448,1.00
بليتال 100مجم 20قرص,144.0,992,1.00
توب مود 50 مجم كبسول,17.5,4957,1.00
اماريل1مجم اقراص,26.5,1573,1.00
كوللوماك محلول س ج,18.0,2132,1.00
اللير 5 مجم  ق,52.0,3832,1.00
سيرتايد-دسكس 500/50-مم بخاخ,316.0,472,1.00
ديكساميثازون 5امبول المهن**,65.0,90,1.00
ايزيس نعناع ,17.5,8931,1.00
انتى كوكس امبول /س ج,78.0,747,1.00
جستكول 20 مجم اقراص,80.0,477,1.00
سينوبريل كو 3 شريط,105.0,1420,1.00
اتاكاند16مجم1ش س ج/استرازينيكا,116.0,843,1.00
افيفافاسك 160/10 * 28قرص,140.0,1402,1.00
فلكسوفان اقراص س ج,20.0,3790,1.00
انفرونيل 25 مجم اقراص,45.0,1348,1.00
ميلوكين كريم,40.5,1466,1.00
سويتال 50كيس,85.0,670,1.00
موبيتيل اقراص 15مجم س.ج,23.5,1323,1.00
LEVOHISTAM 5 MG 30 TAB,117.0,1072,1.00
الفانوفا 0.15% قطرة,42.0,1261,1.00
باي-كيتوجيسيك 150 مجم 30 قرص,81.0,243,1.00
ابيكسيدون شـــــراب,60.0,2482,1.00
دولسيل4مجم اقراص51جنيه,51.0,3132,1.00
جولد بلس غسول250م=,75.0,420,1.00
نيزابكس  شامبو س.ج,68.0,565,1.00
الكابرايد 50 مجم اقراص س * ج,61.5,1356,1.00
بلجيكا قطره,27.0,487,1.00
اكوابلس شراب سعر 30ج,45.0,1337,1.00
وينديبين 5مجم=3شريط,21.0,2470,1.00
جليبتس بلس 50/850 مج30 قرص,192.0,481,1.00
ابكسيدون 4مجم اقراص,126.0,Unknown,0.53
اماريل3مجم3شريط سعر قديم,61.5,252,1.00
MOSAPRIDE 5 MG 30 TAB,91.5,1312,1.00
دولفن   12.5 لبوس اخضر س ج,36.0,692,1.00
اندرال 40 -- 50 قرص,55.0,1457,1.00
كانزارتان 300مجم 30قرص,109.5,4887,1.00
ماريفان 3مجم جديد,36.0,2375,1.00
اجركس 75مج 60قرص,33.0,504,1.00
فوليكاب 2.5 كبسول   ,22.0,2385,1.00
كوبال عادى 30قرص**,38.25,1187,1.00
باوريكتا 20 مجم 4 ق,58.0,330,1.00
تريتاس بروتكت 10مج 20قرص,101.0,2250,1.00
ثرومبكس جيل,52.5,998,1.00
كاندلكان 4 مجم اقراص,40.0,3516,1.00
ايفيبرونت شراب,45.0,965,1.00
اندرال 40مجم اقراص,55.0,1457,1.00
هيموجيت شراب,37.5,1854,1.00
سى فيت نقط اطفال يونيفارم س ج,19.5,4881,1.00
سيتروبانتين كريم,50.0,4368,1.00
الزميندا 20 مجم اقراص س جديد,66.0,4093,1.00
دوفاستون 10 مجم 60قرص القديم,386.0,52,1.00
جابتين 300مجم كبسول سعر جديد76.5,126.0,202,1.00
ديبافالى 50 عادة 4شريط,116.0,3198,1.00
فاست كيور 40مجم 14كبسول,58.0,994,1.00
ازموراب40اقراص94ج,138.0,143,1.00
كلاريتين شراب,40.0,1476,1.00
هيموجيت شراب**,37.5,1854,1.00
موبيتيل امبول س ج ج ج,39.0,1484,1.00
امريزول 500 اقراص س * ج**,25.0,526,1.00
ديباكين  نقط**,34.0,1436,1.00
دوكسيرازول 30مجم كبسول (00)0,44.25,2629,1.00
جوى بوكس,106.0,353,1.00
اكستنشن 300 مجم اقراص,102.0,2341,1.00
اليكاسال مرهم30مجم كبير,34.5,2473,1.00
دولسيل 3 مجم30قرص,40.5,2793,1.00
ايرستابكس تريو 10/40/25 مجم,123.0,206,1.00
كيلوبترا  كريم س--ج,26.0,1808,1.00
اتاكاند 16مجم 14قرص سعر ج,116.0,843,1.00
ديباكين نقط,34.0,1436,1.00
لارى برو 20 قرص س.ج 27,44.0,980,1.00
اكس تنشن 150مجم 28 قرص,72.0,2296,1.00
جينيزول كريم مهبلى س ج,38.0,1334,1.00
سيلجون اقراص س.ج ,18.0,1059,1.00
ريفاروسبير 10 مجم 20 قرص,254.0,60,1.00
تلفاست 180 مجم 20 قرص**,105.0,193,1.00
امباكوزا10م,240.0,1240,1.00
اليفو 5مجم 20قرص س.ج,52.0,4213,1.00
دايت سويت100قرص,34.0,3634,1.00
ليفانيك500 مجم 7ق,63.0,1707,1.00
اسبريكارلو81مجم 30قرص,28.5,1619,1.00
شوجارلو1000/50 بلس س.ج 99,136.5,1469,1.00
كتافاست 9كيس51ج ,72.0,46,1.00
دولفين 25 لبوس 2 شريط,38.0,505,1.00
فلدين 3  امبول ,31.5,1649,1.00
كال بريج 1600 جم,65.0,1651,1.00
اوتريفين 15 مل نقط كبار س.ج,16.0,164,1.00
سيردالود 2مج 20قرص  ,54.0,1296,1.00
كوليروز 20 مجم 21 قرص س جديد,132.0,614,1.00
فلاكسوبرايد 30قرص,52.5,1423,1.00
اماريل ام 30 قرص جديد سعر 58.5,73.5,346,1.00
تلفاست 180 مجم 20 قرص,105.0,193,1.00
كال بريج كبسول سعر 40ج ركز,65.0,1651,1.00
اتور 10 جديد ,33.0,639,1.00
الليربان شراب,21.0,2429,1.00
كوبال اف 3 شريط سعر جديد,54.0,436,1.00
استوهالت 40مجم اقرتص,56.5,1322,1.00
دلتارينو بخاخه,30.0,1179,1.00
بانادول اكسترا اقراص,54.0,10,1.00
جاروبرايد50مجم اقرص39جنيه,63.0,1905,1.00
لاكريتيرز قطره سعر 31.5 ركززز,49.0,1889,1.00
ايزيس نعناع 15ج,17.5,8931,1.00
بروتوفكس 40جم اقراص سعر جديد,80.0,247,1.00
OSTEOCARE SYRUP 1 120 ML,65.0,585,1.00
ديبرام 20 مجم اقراص سعر 84 ج,84.0,1969,1.00
جليبتس بلس 50\1000 اقراص,192.0,116,1.00
FORBUDES INH.CAP400Y/ 12 Y 60,334.0,370,1.00
ابيكسيدون 3مجم اقراص,126.0,Unknown,0.54
ايميرست امبول,112.5,460,1.00
انافرانيل25مجم اقراص نوفارتيس س ج,45.0,1348,1.00
ماكسيلاز شراب,57.0,137,1.00
ابيكسيدون   4 مجم  20 قرص,126.0,Unknown,0.57
ديبرام 20مج ,84.0,1969,1.00
اولفنت125جم شراب ,34.0,169,1.00
سينوبريل كو 30قرص جديدددد,105.0,1420,1.00
جينوكونازول 4 مجم كريم ابيكس,23.5,3680,1.00
سيلجون اقراص س جديد,18.0,1059,1.00
تريفستال ريتارد,47.5,2321,1.00
ماكسيكال ـ د شراب س ج,48.0,3480,1.00
ابيكسدون 3مجم اقراص,126.0,Unknown,0.67
افيل امبول 39ج,39.0,338,1.00
التراكايين جيل / قددديم,31.0,1434,1.00
كتافاست 9 كيس,72.0,46,1.00
تيبونينا فورت س ج,90.0,733,1.00
انكونت اقراص 91.5ج,91.5,2078,1.00
فيروجلوبيــن كبسول سعر جديد 80ج,150.0,15,1.00
ال كارنيتين كبسول ميباكو ,72.0,666,1.00
تورسيرتك 10مجم اقراص | 66ج س.ج,93.0,1317,1.00
الكابريس بلس 10\160مجم**,76.0,3373,1.00
ابيكسيدون 4 مجم أقـراص,126.0,Unknown,0.62
يوريبان شراب/س ج,28.0,3381,1.00
سيبروفلوكساسين 750اورجانو ,89.0,1724,1.00
ويندبين 5 مجم 30 قرص,21.0,2470,1.00
كولوفرين دى/3شريط ,105.0,121,0.97
هيلسك 40 مجم,73.0,1575,1.00
الجزال كريم كيميفارم )0,46.0,1563,1.00
ارث فرى 3شريط كبيرر,261.0,366,1.00
اكس تينشين بلاس 300ق14 قرص,108.0,1494,1.00
اوريكس بخاخ للفم والحلق,68.0,2750,1.00
لاكرتيرز قطره ,49.0,1889,1.00
بيرفكت كير محلول صغير,100.0,2635,1.00
اوميز 20مجم 14 كبسول ,56.0,84,1.00
اكساميد 5 اقراص,48.0,1448,1.00
فليكتور 50 كبسول سعر جديد,87.0,446,1.00
ارثروفاست150 اقراص,83.0,359,1.00
دوفالاك   شراب س * ج,87.0,369,1.00
تورسيريتك 5مجم اقراص,42.0,3562,1.00
اكستنشن150 بلس 28قرص كبير**,76.0,1817,1.00
بيسكالدين300مج سعر جديد/175,375.0,297,1.00
استوهالت 40مجم 14كبسوله,56.5,1322,1.00
فليكس 16 مجم سبراى للانف,76.0,814,1.00
انتودين20مجم اقراص سعر36,61.0,Unknown,0.36
جوسبرين 81 س ج 54ج,81.0,583,1.00
اوتريفين نقط 1%  15مل كبار,16.0,164,1.00
ديامونريكتا 5جم30 قرص,187.5,357,1.00
ليلى بل كبسول10مجم س ج,120.0,1884,1.00
دانتريلاكس عاده س ج,147.0,1067,1.00
اولفنت شراب للكحة,34.0,169,1.00
كوليروز20مجم اقراص س ج79.5,132.0,614,1.00
كوردارون 30قرص س جديد,48.0,1260,1.00
ال كارنيتين كبسول ميباكو,72.0,666,1.00
ال كارنيتين شراب,70.0,1191,1.00
التراكايين جيل 30جم كبير ,31.0,1434,1.00
كورتيبلكس ب6 امبول اطفال**,27.0,1412,1.00
بكتيكلور 125 شراب س ج/رانبكسى,73.0,3343,1.00
الكابريس 10مجم 3شرييييط**,78.0,977,1.00
نورفاسك 5مجم 30/قرص 3-شرائط,123.0,500,1.00
فاروفيجا 100مجم اقراص 3 شررريط,108.0,1143,1.00
نيكسيكيور 40مل كبسول103ج ,152.0,242,1.00
بروتوفكس 20 مجم اقراص,62.0,2041,1.00
اديمكس20 قرص,18.0,3683,1.00
جليما برايد 3شريط بلس93ج,93.0,867,1.00
اماريل 3مجم 3شريط,61.5,252,1.00
دولسيل 4مج 30ق المهن,51.0,3132,1.00
ديكساتوبرين قطرة سعر جديد,26.0,869,1.00
فلدين 20 مجم        فوار,28.0,2662,1.00
GYNOZOL 2%VAGINAL CREAM 40 GM,38.0,1334,1.00
SOLO FRESH OPTHAL.SOLUT 2 MG /ML 1,48.0,Unknown,0.53
انتوبرال 40 م 14 ق/,87.0,222,1.00
اكتوفنت سى ار اقراص,12.0,3770,1.00
جلسرين لبوس رضع فاركو,7.0,1721,1.00
اميولانت كبسول,30.0,3021,1.00
فيروجلوبين شراب 120 مل,65.0,1111,1.00
فيافاج 100مجم اقراص س.ج,55.0,3545,1.00
اوميز 10 كبسول,40.0,2628,1.00
فليكتور 50 ثلاث شرايط س.ج,87.0,446,1.00
هاى فريش قطرة س/ج 43,75.0,277,1.00
اكستنشن 300مجم بلس,108.0,1494,1.00
نيورنتين 300 ك,80.0,421,1.00
بيوتين فورت   --  50 كبسولة ,78.0,2128,1.00
سيتراك شراب,25.5,5591,1.00
داونوبرازول 40مجم14 قرص س ج   ,95.0,273,1.00
تورسيريتك100مجم 30قرص,195.0,1326,1.00
املوديبين10مم ق قديم,32.0,4244,1.00
توسيفان شراب جدييييييد,34.0,1754,1.00
فاست كيور 40 مجم كبسول,58.0,994,1.00
ايفيبرونت شراب سعر قديم,45.0,965,1.00
دوسباتالين 200 ريتارد #,138.0,1091,1.00
فورتيموكس بلاس قطرة 5 ملى,39.0,1834,1.00
لاكريتيرز قطره س.ج,49.0,1889,1.00
سيريتيد 500 ديسكس س ج,316.0,472,1.00
فاروفيجا 100مجم 12قرص,108.0,1143,1.00
اميجرا ويست 2.5اقراص س.ج,39.0,3098,1.00
جليمبريد بلس  30قرص جديد,93.0,867,1.00
دانتريلاكس 30قرص,147.0,1067,1.00
دولفين 12.5 مجم / س ج,36.0,692,1.00
سيرتيد ديسكس250  60دوز193ج ,257.0,478,1.00
